Title,Genre,Description,Rating,Sentiment,Review,Poster
The Hobbit: The Battle of the Five Armies,"Adventure,Fantasy",Bilbo and Company are forced to engage in a war against an array of combatants and keep the Lonely Mountain from falling into the hands of a rising darkness.,9.8,positive,Absolutely loved it! The storyline was compelling and the characters were well developed.,https://m.media-amazon.com/images/M/MV5BMTYzNDE3OTQ3MF5BMl5BanBnXkFtZTgwODczMTg4MjE@._V1_SX300.jpg
Harry Potter and the Order of the Phoenix,"Adventure,Family,Fantasy","With their warning about Lord Voldemort's return scoffed at, Harry and Dumbledore are targeted by the Wizard authorities as an authoritarian bureaucrat slowly seizes power at Hogwarts.",1.4,negative,Boring and unoriginal. Would not recommend watching this one.,https://m.media-amazon.com/images/M/MV5BYWJmM2M1YzItMjY1Ni00YzRmLTg5YWYtNDFmNTJjNzQ0ODkyXkEyXkFqcGc@._V1_SX300.jpg
Snowpiercer,"Action,Drama,Sci-Fi","Set in a future where a failed climate-change experiment kills all life on the planet except for a lucky few who boarded the Snowpiercer, a train that travels around the globe, where a class system emerges.",7.9,positive,Fantastic direction and performances. Would definitely recommend!,https://m.media-amazon.com/images/M/MV5BMTQ3NzA1MTY3MV5BMl5BanBnXkFtZTgwNzE2Mzg5MTE@._V1_SX300.jpg
The 5th Wave,"Action,Adventure,Sci-Fi","Four waves of increasingly deadly alien attacks have left most of Earth decimated. Cassie is on the run, desperately trying to save her younger brother.",1.5,negative,Really disappointing. The plot was incoherent and the acting was weak.,https://m.media-amazon.com/images/M/MV5BMjQwOTc0Mzg3Nl5BMl5BanBnXkFtZTgwOTg3NjI2NzE@._V1_SX300.jpg
The Stakelander,"Action,Horror","When his home of New Eden is destroyed by a revitalized Brotherhood and its new Vamp leader, Martin finds himself alone in the badlands of America with only the distant memory of his mentor and legendary vampire hunter, Mister, to guide him.",8.3,positive,One of the best movies I've seen in a while. Highly engaging and satisfying.,https://m.media-amazon.com/images/M/MV5BMTY2NzE2NDU0OF5BMl5BanBnXkFtZTgwOTk4MDY3MDI@._V1_SX300.jpg
The Visit,"Comedy,Horror,Thriller",Two siblings become increasingly frightened by their grandparents' disturbing behavior while visiting them on vacation.,6.4,neutral,A passable experience—could’ve been better with a tighter script.,https://m.media-amazon.com/images/M/MV5BMTg3OTM2OTc5MV5BMl5BanBnXkFtZTgwMjMxNDM0NTE@._V1_SX300.jpg
Fast Five,"Action,Crime,Thriller",Dominic Toretto and his crew of street racers plan a massive heist to buy their freedom while in the sights of a powerful Brazilian drug lord and a dangerous federal agent.,5.9,neutral,A passable experience—could’ve been better with a tighter script.,https://m.media-amazon.com/images/M/MV5BMTUxNTk5MTE0OF5BMl5BanBnXkFtZTcwMjA2NzY3NA@@._V1_SX300.jpg
Step Up,"Crime,Drama,Music","Tyler Gage receives the opportunity of a lifetime after vandalizing a performing arts school, gaining him the chance to earn a scholarship and dance with an up and coming dancer, Nora.",8.3,positive,Fantastic direction and performances. Would definitely recommend!,https://m.media-amazon.com/images/M/MV5BYjFmOTU4MjgtNzFkNy00NDZlLThkMDUtNTExNTk1ZjhhZjNhXkEyXkFqcGc@._V1_SX300.jpg
Lovesong,Drama,The relationship between two friends deepens during an impromptu road trip.,9.5,positive,A brilliant piece of work. Stunning visuals and an emotionally gripping plot.,https://m.media-amazon.com/images/M/MV5BMTU2MDg1MTc1Nl5BMl5BanBnXkFtZTgwNzI5OTQwMTI@._V1_SX300.jpg
RocknRolla,"Action,Crime,Thriller","In London, a real-estate scam puts millions of pounds up for grabs, attracting some of the city's scrappiest tough guys and its more established underworld types, all of whom are looking to get rich quick. While the city's seasoned criminals vie for the cash, an unexpected player -- a drugged-out rock 'n' roller presumed to be dead but very much alive -- has a multi-million-dollar prize fall into... See full summary »",2.3,negative,Terrible pacing and forgettable performances throughout.,https://m.media-amazon.com/images/M/MV5BMTQ0NTk5Mzk2OV5BMl5BanBnXkFtZTcwMDE3NTE4MQ@@._V1_SX300.jpg
In Time,"Action,Sci-Fi,Thriller","In a future where people stop aging at 25, but are engineered to live only one more year, having the means to buy your way out of the situation is a shot at immortal youth. Here, Will Salas finds himself accused of murder and on the run with a hostage - a connection that becomes an important part of the way against the system.",6.3,neutral,"The film was okay, though it lacked something memorable.",https://m.media-amazon.com/images/M/MV5BMjA3NzI1ODc1MV5BMl5BanBnXkFtZTcwMzI5NjQwNg@@._V1_SX300.jpg
The Social Network,"Biography,Drama","Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, but is later sued by two brothers who claimed he stole their idea, and the co-founder who was later squeezed out of the business.",7.2,neutral,"Not bad, not great. A decent watch if you have nothing else to do.",https://m.media-amazon.com/images/M/MV5BMjlkNTE5ZTUtNGEwNy00MGVhLThmZjMtZjU1NDE5Zjk1NDZkXkEyXkFqcGc@._V1_SX300.jpg
The Last Witch Hunter,"Action,Adventure,Fantasy",The last witch hunter is all that stands between humanity and the combined forces of the most horrifying witches in history.,6.2,neutral,"The film was okay, though it lacked something memorable.",https://m.media-amazon.com/images/M/MV5BMjM5Njk5MzYzM15BMl5BanBnXkFtZTgwNzM1Mjk4NjE@._V1_SX300.jpg
Victor Frankenstein,"Drama,Horror,Sci-Fi","Told from Igor's perspective, we see the troubled young assistant's dark origins, his redemptive friendship with the young medical student Viktor Von Frankenstein, and become eyewitnesses to the emergence of how Frankenstein became the man - and the legend - we know today.",6.1,neutral,"The film was okay, though it lacked something memorable.",https://m.media-amazon.com/images/M/MV5BODA5MDc2NDI5OF5BMl5BanBnXkFtZTgwNDYzMTA2NjE@._V1_SX300.jpg
A Street Cat Named Bob,"Biography,Comedy,Drama","Based on the international best selling book. The true feel good story of how James Bowen, a busker and recovering drug addict, had his life transformed when he met a stray ginger cat.",1.1,negative,I expected much more. This film just didn’t deliver.,https://m.media-amazon.com/images/M/MV5BMDk3ZGE2OTItY2JkYi00NWEzLWI1NjQtZGZlMzdkNjJlNmYxXkEyXkFqcGc@._V1_SX300.jpg
Green Room,"Crime,Horror,Thriller",A punk rock band is forced to fight for survival after witnessing a murder at a neo-Nazi skinhead bar.,5.3,neutral,"It had some good moments, but overall it felt a bit flat.",https://m.media-amazon.com/images/M/MV5BMjU1ODQ5NzA0N15BMl5BanBnXkFtZTgwMDg5MTA5NzE@._V1_SX300.jpg
Blackhat,"Crime,Drama,Mystery",A furloughed convict and his American and Chinese partners hunt a high-level cybercrime network from Chicago to Los Angeles to Hong Kong to Jakarta.,8.7,positive,An excellent film with great pacing and a strong message.,https://m.media-amazon.com/images/M/MV5BMTg1NDUyMzk5NV5BMl5BanBnXkFtZTgwOTk1NzUxMzE@._V1_SX300.jpg
Storks,"Animation,Adventure,Comedy","Storks have moved on from delivering babies to packages. But when an order for a baby appears, the best delivery stork must scramble to fix the error by delivering the baby.",9.8,positive,Absolutely loved it! The storyline was compelling and the characters were well developed.,https://m.media-amazon.com/images/M/MV5BMTYxNjI3MzcwMF5BMl5BanBnXkFtZTgwOTIyNDY5OTE@._V1_SX300.jpg
American Sniper,"Action,Biography,Drama","Navy S.E.A.L. sniper Chris Kyle's pinpoint accuracy saves countless lives on the battlefield and turns him into a legend. Back home to his wife and kids after four tours of duty, however, Chris finds that it is the war he can't leave behind.",9.5,positive,One of the best movies I've seen in a while. Highly engaging and satisfying.,https://m.media-amazon.com/images/M/MV5BMTkxNzI3ODI4Nl5BMl5BanBnXkFtZTgwMjkwMjY4MjE@._V1_SX300.jpg
Dallas Buyers Club,"Biography,Drama","In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease.",9.1,positive,Fantastic direction and performances. Would definitely recommend!,https://m.media-amazon.com/images/M/MV5BMTYwMTA4MzgyNF5BMl5BanBnXkFtZTgwMjEyMjE0MDE@._V1_SX300.jpg
Lincoln,"Biography,Drama,History","As the War continues to rage, America's president struggles with continuing carnage on the battlefield as he fights with many inside his own cabinet on the decision to emancipate the slaves.",1.8,negative,Really disappointing. The plot was incoherent and the acting was weak.,https://m.media-amazon.com/images/M/MV5BMTQzNzczMDUyNV5BMl5BanBnXkFtZTcwNjM2ODEzOA@@._V1_SX300.jpg
Rush,"Action,Biography,Drama",The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.,7.9,positive,Fantastic direction and performances. Would definitely recommend!,https://m.media-amazon.com/images/M/MV5BMTZhOGQxM2ItNGQyYy00YzE5LWI5MjMtNmMzNGQzNDE1OTUzXkEyXkFqcGc@._V1_SX300.jpg
Before I Wake,"Drama,Fantasy,Horror",A young couple adopt an orphaned child whose dreams - and nightmares - manifest physically as he sleeps.,6.1,neutral,Mediocre story with a few redeeming qualities.,https://m.media-amazon.com/images/M/MV5BMGNlOGFjZDItZTJjNC00MGNlLWFmOTktNDM4NGU0OWJhNTU2XkEyXkFqcGc@._V1_SX300.jpg
Silver Linings Playbook,"Comedy,Drama,Romance","After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.",8.5,positive,Fantastic direction and performances. Would definitely recommend!,https://m.media-amazon.com/images/M/MV5BMTM2MTI5NzA3MF5BMl5BanBnXkFtZTcwODExNTc0OA@@._V1_SX300.jpg
Tracktown,"Drama,Sport","A young, talented, and lonely long-distance runner twists her ankle as she prepares for the Olympic Trials and must do something she's never done before: take a day off.",8.8,positive,Absolutely loved it! The storyline was compelling and the characters were well developed.,https://m.media-amazon.com/images/M/MV5BZTZjYWEwZjMtZWYxNS00MjNhLTk5MjYtMjlmZTk0NDg1NDcyXkEyXkFqcGdeQXVyMTM2MzgyOTU@._V1_SX300.jpg
The Fault in Our Stars,"Drama,Romance",Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam.,2.2,negative,Boring and unoriginal. Would not recommend watching this one.,https://m.media-amazon.com/images/M/MV5BYTA4ODg5YWUtYmZiYy00Y2M4LWE0NjEtODE5MzhkYmJmZGEwXkEyXkFqcGc@._V1_SX300.jpg
Blended,"Comedy,Romance","After a bad blind date, a man and woman find themselves stuck together at a resort for families, where their attraction grows as their respective kids benefit from the burgeoning relationship.",6.0,neutral,"The film was okay, though it lacked something memorable.",https://m.media-amazon.com/images/M/MV5BNzc2ODI5NjAyMl5BMl5BanBnXkFtZTgwMzIyOTE4MDE@._V1_SX300.jpg
Fast & Furious,"Action,Crime,Thriller","Brian O'Conner, back working for the FBI in Los Angeles, teams up with Dominic Toretto to bring down a heroin importer by infiltrating his operation.",8.0,positive,One of the best movies I've seen in a while. Highly engaging and satisfying.,https://m.media-amazon.com/images/M/MV5BM2Y1YzhkNzUtMzhmZC00OTFkLWJjZDktMWYzZmQ0Y2Y5ODcwXkEyXkFqcGc@._V1_SX300.jpg
Looper,"Action,Crime,Drama","In 2074, when the mob wants to get rid of someone, the target is sent into the past, where a hired gun awaits - someone like Joe - who one day learns the mob wants to 'close the loop' by sending back Joe's future self for assassination.",5.8,neutral,A passable experience—could’ve been better with a tighter script.,https://m.media-amazon.com/images/M/MV5BMTg5NTA3NTg4NF5BMl5BanBnXkFtZTcwNTA0NDYzOA@@._V1_SX300.jpg
White House Down,"Action,Drama,Thriller","While on a tour of the White House with his young daughter, a Capitol policeman springs into action to save his child and protect the president from a heavily armed group of paramilitary invaders.",3.4,negative,Boring and unoriginal. Would not recommend watching this one.,https://m.media-amazon.com/images/M/MV5BNTZkMmRiY2EtOTljZS00MjJjLWFiNDQtNjEwYWE0NWNkYjI4XkEyXkFqcGc@._V1_SX300.jpg
Pete's Dragon,"Adventure,Family,Fantasy","The adventures of an orphaned boy named Pete and his best friend Elliot, who just so happens to be a dragon.",8.7,positive,One of the best movies I've seen in a while. Highly engaging and satisfying.,https://m.media-amazon.com/images/M/MV5BMjBiYTdjZDUtYjg3ZS00YTA0LTkzZGUtMzA2OWEyOGZiN2VhXkEyXkFqcGc@._V1_SX300.jpg
Spider-Man 3,"Action,Adventure","A strange black entity from another world bonds with Peter Parker and causes inner turmoil as he contends with new villains, temptations, and revenge.",7.7,positive,One of the best movies I've seen in a while. Highly engaging and satisfying.,https://m.media-amazon.com/images/M/MV5BODE2NzNhMDctYjUzMC00Y2M5LWI2Y2EtODJkZTFjN2Y5ODlmXkEyXkFqcGc@._V1_SX300.jpg
The Three Musketeers,"Action,Adventure,Romance",The hot-headed young D'Artagnan along with three former legendary but now down on their luck Musketeers must unite and defeat a beautiful double agent and her villainous employer from seizing the French throne and engulfing Europe in war.,6.1,neutral,"Not bad, not great. A decent watch if you have nothing else to do.",https://m.media-amazon.com/images/M/MV5BMTM3OTc2OTM2OF5BMl5BanBnXkFtZTcwMDM1MjU1NQ@@._V1_SX300.jpg
Stardust,"Adventure,Family,Fantasy","In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm.",8.8,positive,Absolutely loved it! The storyline was compelling and the characters were well developed.,https://m.media-amazon.com/images/M/MV5BMjkyMTE1OTYwNF5BMl5BanBnXkFtZTcwMDIxODYzMw@@._V1_SX300.jpg
American Hustle,"Crime,Drama","A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild FBI agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and mafia.",2.6,negative,I expected much more. This film just didn’t deliver.,https://m.media-amazon.com/images/M/MV5BMGQ2NzEwZGEtYjk1MC00NWFmLTgyYTgtZmRhMTRmOTBlN2U5XkEyXkFqcGc@._V1_SX300.jpg
Jennifer's Body,"Comedy,Horror",A newly possessed high school cheerleader turns into a succubus who specializes in killing her male classmates. Can her best friend put an end to the horror?,5.4,neutral,"It had some good moments, but overall it felt a bit flat.",https://m.media-amazon.com/images/M/MV5BMTMxNzYwMjc1Ml5BMl5BanBnXkFtZTcwNDI3MDE3Mg@@._V1_SX300.jpg
Midnight in Paris,"Comedy,Fantasy,Romance","While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s everyday at midnight.",8.3,positive,One of the best movies I've seen in a while. Highly engaging and satisfying.,https://m.media-amazon.com/images/M/MV5BMTM4NjY1MDQwMl5BMl5BanBnXkFtZTcwNTI3Njg3NA@@._V1_SX300.jpg
Lady Macbeth,Drama,"Set in 19th century rural England, young bride who has been sold into marriage to a middle-aged man discovers an unstoppable desire within herself as she enters into an affair with a work on her estate.",5.9,neutral,"Not bad, not great. A decent watch if you have nothing else to do.",https://m.media-amazon.com/images/M/MV5BN2ZmMzNmZTMtYzc2NC00YjQ3LThmNDYtZjQyNWQ0NTNkMWFhXkEyXkFqcGc@._V1_SX300.jpg
Joy,Drama,"Joy is the story of the title character, who rose to become founder and matriarch of a powerful family business dynasty.",9.7,positive,A brilliant piece of work. Stunning visuals and an emotionally gripping plot.,https://m.media-amazon.com/images/M/MV5BNmEyMWJiNzMtZjU3Mi00YzBjLTk3ZDgtMDZkYWVjNmZjMjQ3XkEyXkFqcGc@._V1_SX300.jpg
The Dressmaker,"Comedy,Drama","A glamorous woman returns to her small town in rural Australia. With her sewing machine and haute couture style, she transforms the women and exacts sweet revenge on those who did her wrong.",6.0,neutral,Mediocre story with a few redeeming qualities.,https://m.media-amazon.com/images/M/MV5BMjA4MzAxNTc5OF5BMl5BanBnXkFtZTgwMjgzMDE4OTE@._V1_SX300.jpg
Café Society,"Comedy,Drama,Romance","In the 1930s, a Bronx native moves to Hollywood and falls in love with a young woman who is seeing a married man.",7.0,neutral,A passable experience—could’ve been better with a tighter script.,https://m.media-amazon.com/images/M/MV5BOGNiYzM4ZGUtYzk3MC00MWQ1LWI5NGEtZWYzMzMxOTQ4ZDA0XkEyXkFqcGc@._V1_SX300.jpg
